clinic_name,address,clinic_street,clinic_number,clinic_city,clinic_county,clinic_other_details,something
Hyperclinica MedLife Constanta,,,,,,,Mihai
Hyperclinica MedLife Craiova - Km 0,,,,,,,Mihai
Hyperclinica MedLife Dragalina Timisoara,,,,,,,Mihai
Hyperclinica MedLife Favorit,Str. Drumul Taberei Nr. 24 sector 6 Bucuresti,Str. Drumul Taberei,Nr. 24,Sector 6,Bucuresti,,Mihai
Hyperclinica MedLife Galati,"Str. Iacob Lahovary Nr. 4-6Galati, Galati",Str. Iacob Lahovary,Nr. 4-6,Galati,Galati,,Mihai
Hyperclinica Medlife Galati Nicolae Balcescu,,,,,,,Mihai
Hyperclinica MedLife Grivita,Calea Grivitei Nr. 365 sector 1 Bucuresti,Calea Grivitei,Nr. 365,Sector 1,Bucuresti,,Mihai
Hyperclinica MedLife Iasi,"Str. Vasile Lupu Nr. 78Iasi, Iasi",Str. Vasile Lupu,Nr. 78,Iasi,Iasi,,Mihai
Hyperclinica MedLife Oradea,,,,,,,Mihai
Hyperclinica MedLife PDR Turnului,"Str. Turnului Nr. 5ABrasov, Brasov",Str. Turnului,Nr. 5A,Brasov,Brasov,,Mihai
Hyperclinica MedLife PDR Vulturului,"Str. Livada Vulturului Nr. 10Brasov, Brasov",Str. Livada Vulturului,Nr. 10,Brasov,Brasov,,Mihai
Hyperclinica MedLife Sfantu Gheorghe,,,,,,,Mihai
Hyperclinica MedLife Timisoara,"B-dul Eroilor de la Tisa Nr. 28Timis, Timisoara",B-dul Eroilor de la Tisa,Nr. 28,Timisoara,Timis,,Mihai
Hyperclinica MedLife Titan,Str. Liviu Rebreanu Nr. 8 sector 3 Bucuresti,Str. Liviu Rebreanu,Nr. 8,Sector 3,Bucuresti,,Mihai
Hyperclinica MedLife Unirii,Str. Hans Cristian Andersen Nr. 1 sector 4 Bucuresti,Str. Hans Cristian Andersen,Nr. 1,Sector 4,Bucuresti,,Mihai
iDentity,Sos. Bucuresti-Ploiesti Nr. 17 sector 1 Bucuresti,Sos. Bucuresti-Ploiesti ,Nr. 17,Sector 1,Bucuresti,,Mihai
IDS Laboratories,B-dul Marasesti Nr. 90 sector 4 Bucuresti,B-dul Marasesti,Nr. 90,Sector 4,Bucuresti,,Mihai
IDS Laboratories,"Str. Marcovici Nr. 1Constanta, Constanta",Str. Marcovici,Nr. 1,Constanta,Constanta,,Mihai
IDS Laboratories Brasov - Zizinului,"Str. Zizinului Nr. 25Brasov, Brasov",Str. Zizinului,Nr. 25,Brasov,Brasov,,Mihai
IDS Laboratories Buzau,"str. Ion Baiesu,  bl. 4-5, etaj 1Buzau, Buzau",str. Ion Baiesu,,Buzau,Buzau,"bl. 4-5, etaj 1",Mihai
IDS Laboratories Dorobantilor,Calea Dorobantilor Nr. 58 sector 1 Bucuresti,Calea Dorobantilor,Nr. 58,Sector 1,Bucuresti,,Mihai
IDS Laboratories Dudesti,"Calea Dudesti Nr. 104-122, etaj 1, Camera 156 Bucuresti",Calea Dudesti,Nr. 104-122,***,Bucuresti,"etaj 1, Camera 156",Mihai
IDS Laboratories Mamaia,"B-dul Mamaia Nr. 284Constanta, Constanta",B-dul Mamaia,Nr. 284,Constanta,Constanta,,Mihai
IDS Laboratories Mioveni,"str. Caranesti Nr. 1, etaj 1Arges, Mioveni",str. Caranesti,Nr. 1,Mioveni,Arges,etaj 1,Mihai
IDS Laboratories Pitesti,"B-dul I.C. Bratianu,  Bl. D6, parterArges, Pitesti",B-dul I.C. Bratianu,,Pitesti,Arges,"Bl. D6, parter",Mihai
IDS Laboratories Ploiesti Domnisori,"Str. Domnisori Nr. 93Prahova, Ploiesti",Str. Domnisori,Nr. 93,Ploiesti,Prahova,,Mihai
IDS Laboratories Ploiesti Valeni,"Str. Valeni Nr. 24Prahova, Ploiesti",Str. Valeni,Nr. 24,Ploiesti,Prahova,,Mihai
IDS Laboratories Predeal,"Str. Mihail Saulescu Nr. 127Brasov, Brasov",Str. Mihail Saulescu,Nr. 127,Brasov,Brasov,,Mihai
IDS Laboratories Ritmului,"Str. Ritmului Nr. 2, bl. 439, parter, Sector 2 Bucuresti",Str. Ritmului,Nr. 2,Sector 2,Bucuresti,"bl. 439, parter",Mihai
IDS Laboratories Sibiu,"Str. Justitiei Nr. 4Sibiu, Sibiu",Str. Justitiei,Nr. 4,Sibiu,Sibiu,,Mihai
IDS Laboratories Stefan Cel Mare,"Sos Stefan cel Mare, Nr. 23, parter, sector 2 Bucuresti",Sos Stefan cel Mare,Nr. 23,Sector 2,Bucuresti,parter,Mihai
IDS Laboratories Targu Mures - Grigorescu,"Str. Nicolae Grigorescu Nr. 33Mures, Targu Mures",Str. Nicolae Grigorescu,Nr. 33,Targu Mures,Mures,,Mihai
IDS Laboratories Tomis,"B-dul Tomis Nr. 261, sc. AConstanta, Constanta",B-dul Tomis,Nr. 261,Constanta,Constanta,sc. A,Mihai
IDS Laboratories Valu lui Traian,"str. Calea Dobrogei Nr. 53, Cabinet 2Constanta, Valu lui Traian",str. Calea Dobrogei,Nr. 53,Valu lui Traian,Constanta,Cabinet 2,Mihai
IDS Laboratories Zarnesti,"Str. Policlinicii Nr. 12Brasov, Zarnesti",Str. Policlinicii,Nr. 12,Zarnesti,Brasov,,Mihai
Ierihon,,,,,,,Mihai
iLife Medical Cotroceni,"Str. Dr. Leonte Anastasievici, Nr. 8Sector 5 Bucuresti",Str. Dr. Leonte Anastasievici,Nr. 8,Sector 5,Bucuresti,,Mihai
ILRO Medical,Str. Sevastopol Nr. 13-17 Cladirea Diplomat Ap. 400 E Bucuresti,Str. Sevastopol,Nr. 13-17,***,Bucuresti,Cladirea Diplomat Ap. 400,Mihai
IMAMED,Calea Giulesti Nr. 41B Sector 6 Bucuresti Bucuresti,Calea Giulesti,Nr. 41B,Sector 6,Bucuresti,,Mihai
Imperial Dent Piata Victoriei,Str. Muntii Tatra Nr. 4-10 sector 1 Bucuresti,Str. Muntii Tatra,Nr. 4-10,Sector 1,Bucuresti,,Mihai
Imperial Dent Unirii,"Strada Splaiul Unirii, Nr. 6, Cladire B3A, etaj 1, Sector 4 Bucuresti",Strada Splaiul Unirii,Nr. 6,Sector 4,Bucuresti,"Cladire B3A, etaj 1",Mihai
Impladent,"Strada Locotenent Aviator Radu Beller, Nr. 1 Bucuresti",Strada Locotenent Aviator Radu Beller,Nr. 1,***,Bucuresti,,Mihai
Implantodent Bucuresti,"Strada Ioan Voda Caragea, Nr. 6, Sector 1 Bucuresti",Strada Ioan Voda Caragea,Nr. 6,Sector 1,Bucuresti,,Mihai
Implantodent Contanta,"Bulevardul Mamaia Nr. 1Constanta, Constanta",Bulevardul Mamaia,Nr. 1,Constanta,Constanta,,Mihai
Indent,Sos. Nordului Nr. 62 sector 1 Bucuresti,Sos. Nordului,Nr. 62,Sector 1,Bucuresti,,Mihai
Infant Kineto Clinic,Str. Profesor Daniel Barcianu Nr. 22Sector 3 Bucuresti,Str. Profesor Daniel Barcianu,Nr. 22,Sector 3,Bucuresti,,Mihai
Infinity Digital Dent,,,,,,,Mihai
Institutul Clinic Fundeni,,,,,,,Mihai
Institutul de Boli Cardiovasculare Prof. Dr. George I. M. Georgescu Iasi,"B-dul Carol I Nr. 50Iasi, Iasi",B-dul Carol I,Nr. 50,Iasi,Iasi,,Mihai
Institutul de Boli Cardiovasculare Timisoara,"Str. Gheorghe Adam Nr. 13ATimis, Timisoara",Str. Gheorghe Adam,Nr. 13A,Timisoara,Timis,,Mihai
Institutul de Fonoaudiologie si Chirurgie Functionala ORL Prof. Dr. D. Hociota,Str. Mihai Cioranu Nr. 21 sector 5 Bucuresti,Str. Mihai Cioranu,Nr. 21,Sector 5,Bucuresti,,Mihai
Institutul de Pneumoftiziologie Marius Nasta,Sos. Viilor Nr. 90 sector 5 Bucuresti,Sos. Viilor,Nr. 90,Sector 5,Bucuresti,,Mihai
Institutul de Urgenta pentru Boli Cardiovasculare Prof. Dr. C. C. Iliescu,Sos. Fundeni Nr. 258 sector 2 Bucuresti,Sos. Fundeni,Nr. 258,Sector 2,Bucuresti,,Mihai
Institutul Inimii Niculae Stancioiu Cluj-Napoca,"Calea Motilor Nr. 19-21Cluj, Cluj-Napoca",Calea Motilor,Nr. 19-21,Cluj-Napoca,Cluj,,Mihai
Institutul National de Boli Infectioase Prof. Dr. Matei Bals,Str. Dr. Calistrat Grozovici Nr. 1 sector 2 Bucuresti,Str. Dr. Calistrat Grozovici,Nr. 1,Sector 2,Bucuresti,,Mihai
"Institutul National de Diabet, Nutritie si Boli Metabolice Prof. Dr. N. Paulescu",Str. Ion Movila Nr. 5-7 sector 2 Bucuresti,Str. Ion Movila,Nr. 5-7,Sector 2,Bucuresti,,Mihai
Institutul National de Endocrinologie C. I. Parhon,B-dul. Aviatorilor Nr. 34-36 sector 1 Bucuresti,B-dul. Aviatorilor,Nr. 34-36,Sector 1,Bucuresti,,Mihai
Institutul National de Expertiza Medicala si Recuperare a Capacitatii de Munca (INEMRCM),Sos. Panduri Nr. 22 sector 5 Bucuresti,Sos. Panduri,Nr. 22,Sector 5,Bucuresti,,Mihai
Institutul National de Gerontologie si Geriatrie Ana Aslan - Ambulatoriu,Str. Spatarului Nr. 15 sector 2 Bucuresti,Str. Spatarului,Nr. 15,Sector 2,Bucuresti,,Mihai
Institutul National de Gerontologie si Geriatrie Ana Aslan - Clinica Otopeni,"Sos. Bucuresti-Ploiesti Nr. 307Ilfov, Otopeni",Sos. Bucuresti-Ploiesti,Nr. 307,Otopeni,Ilfov,,Mihai
Institutul National de Medicina Complementara si Alternativa Bucuresti (INMCA),Sos. Panduri Nr. 22 corp 2A sector 5 Bucuresti,Sos. Panduri,Nr. 22,Sector 5,Bucuresti,corp 2A,Mihai
Institutul National de Medicina Sportiva,B-dul Basarabia Nr. 37-39 sector 2 Bucuresti,B-dul Basarabia,Nr. 37-39,Sector 2,Bucuresti,,Mihai
Institutul National de Neurologie si Boli Neurovasculare,Sos. Berceni Nr. 10-12 sector 4 Bucuresti,Sos. Berceni,Nr. 10-12,Sector 4,Bucuresti,,Mihai
"Institutul National de Recuperare, Medicina Fizica si Balneoclimatologie",Str. Sf. Dumitru Nr. 2 sector 3 Bucuresti,Str. Sf. Dumitru,Nr. 2,Sector 3,Bucuresti,,Mihai
Institutul Oncologic Prof. Dr. Al. Trestioreanu,Sos. Fundeni Nr. 252 sector 2 Bucuresti,Sos. Fundeni,Nr. 252,Sector 2,Bucuresti,,Mihai
Institutul Oncologic Prof. Dr. Ion Chiricuta Cluj-Napoca,"Str. Republicii Nr. 34-36Cluj, Cluj-Napoca",Str. Republicii,Nr. 34-36,Cluj-Napoca,Cluj,,Mihai
Institutul pentru Ocrotirea Mamei si Copilului Alfred Rusescu (IOMC),B-dul Lacul Tei Nr. 120 sector 2 Bucuresti,B-dul Lacul Tei,Nr. 120,Sector 2,Bucuresti,,Mihai
Institutul Regional de Gastroenterologie si Hepatologie Prof. Dr. Octavian Fodor,"Str. Croitorilor Nr. 19-21Cluj, Cluj-Napoca",Str. Croitorilor,Nr. 19-21,Cluj-Napoca,Cluj,,Mihai
Institutul Regional de Oncologie (IRO) Iasi,"Str. General HeNr.y Mathias Berthlot Nr. 2-4Iasi, Iasi",Str. General He,Nr. 2-4,Iasi,Iasi,,Mihai
Integra Medical System,B-dul Iuliu Maniu Nr. 7 sector 6 (Policlinica Apaca) Bucuresti,B-dul Iuliu Maniu,Nr. 7,Sector 6,Bucuresti,,Mihai
Intermedica High Care,Calea Vitan Nr. 28 et. 5 sector 3 Bucuresti,Calea Vitan,Nr. 28,Sector 3,Bucuresti,et. 5,Mihai
Intermedicas  - Second Opinion World Class Doctors,"Bulevardul Maresal Averescu Nr. 15B-15C, et. 5, sector 1 Bucuresti",Bulevardul Maresal Averescu,Nr. 15B-15C,Sector 1,Bucuresti,et. 5,Mihai
Intro Med Clinceni,"In incinta Dispensarului Uman Clinceni Ilfov, Clinceni",,,Clinceni,Ilfov,"In incinta Dispensarului Uman Clinceni Ilfov, Clinceni",Mihai
Intro Med Clinceni 2,"Strada Principala Ilfov, Clinceni",Strada Principala,,Clinceni,Ilfov,,Mihai
Ioana Medical Center,"Str. Alexandru Ioan Cuza Nr. 81, et 1 Bucuresti",Str. Alexandru Ioan Cuza,Nr. 81,***,Bucuresti,et 1,Mihai
Irene Optik,,,,,,,Mihai
Ivakinetic,Calea Floreasca Nr. 230-234 sector 1 Bucuresti,Calea Floreasca,Nr. 230-234,Sector 1,Bucuresti,,Mihai
Izy Perfect Smile,Calea Grivita Nr. 190 bl. F sc. A ap. 2 Bucuresti,Calea Grivita,Nr. 190,***,Bucuresti,bl. F sc. A ap. 2,Mihai
Jescala Art Dent,B-dul Iuliu Maniu Nr. 65 bl. 7P sc. 7 ap. 204 parter sector 6 Bucuresti,B-dul Iuliu Maniu,Nr. 65,Sector 6,Bucuresti,bl. 7P sc. 7 ap. 204 part,Mihai
Just Smile Dental Clinic Bucuresti,"Bulevardul Octavian Goga Nr. 23, Bloc M106, Sc.2 Bucuresti",Bulevardul Octavian Goga,Nr. 23,***,Bucuresti,"Bloc M106, Sc.2",Mihai
Just Smile Dental Clinic Timisoara,"Strada Simion Barnutiu Nr. 7Timis, Timisoara",Strada Simion Barnutiu,Nr. 7,Timisoara,Timis,,Mihai
Kamiva Med,"B-dul Muncii Nr. 20 Bl. E13 Ap. 1Brasov, Brasov",B-dul Muncii,Nr. 20,Brasov,Brasov,Bl. E13 Ap. 1,Mihai
KiloStop Calea Victoriei,"Calea Victoriei, Nr. 155, bl. D1, sc. 9, tronson 8, et. 6, sector 1 Bucuresti",Calea Victoriei,Nr. 155,Sector 1,Bucuresti,"bl. D1, sc. 9, tronson 8",Mihai
KiloStop Clinica Junior Victoriei,"Calea Victoriei, Nr. 155, bl. D1, sc. 9, tronson 8, et. 6, sector 1 Bucuresti",Calea Victoriei,Nr. 155,Sector 1,Bucuresti,"bl. D1, sc. 9, tronson 8",Mihai
KiloStop Unirii,"Strada Cluceru Udricani, Nr. 18, etaj 3 si etaj 5, Sector 3 Bucuresti",Strada Cluceru Udricani,Nr. 18,Sector 3,Bucuresti,etaj 3 si etaj 5,Mihai
Kinetic Sport ### Medicine - Regina Maria,"Bulevardul Iuliu Maniu Nr. 6H, etaj 2 Bucuresti",Bulevardul Iuliu Maniu,Nr. 6H,***,Bucuresti,etaj 2,Mihai
Kinetic Sport ### Medicine Bucuresti - Regina Maria,Str Nicolae Caramfil Nr. 85A Etaj 5 sector 1 Bucuresti,Str Nicolae Caramfil,Nr. 85A,Sector 1,Bucuresti,Etaj 5,Mihai
Kinetic Sport ### Medicine Cluj-Napoca - Regina Maria,"Str. Galati Nr. 2 (Park Lake - Parter, langa Iulius Mall)Cluj, Cluj-Napoca",Str. Galati,Nr. 2,Cluj-Napoca,Cluj,"(Park Lake - Parter, lang",Mihai
KinetikMed,"Aleea Stadionului Nr. 2 Cluj ArenaCluj, Cluj-Napoca",Aleea Stadionului,Nr. 2,Cluj-Napoca,Cluj,,Mihai
Kineto Bebe,Calea Mosilor Nr. 158 et. 1 sector 2 Bucuresti,Calea Mosilor,Nr. 158,Sector 2,Bucuresti,et. 1,Mihai
Kineto Bebe Nord,"str. Intrarea Catedrei, Nr.2, sector 1 Bucuresti",str. Intrarea Catedrei,Nr. 2,Sector 1,Bucuresti,,Mihai
Kineto Bebe Sud,"Sos. Oltenitei, Nr. 87-99, sector 4 Bucuresti",Sos. Oltenitei,Nr. 87-99,Sector 4,Bucuresti,,Mihai
Kineto Cabinet,"str. Ciprian Porumbescu Nr. 5, etaj 1sector 1 Bucuresti",str. Ciprian Porumbescu,Nr. 5,Sector 1,Bucuresti,etaj 1,Mihai
Kineto Promedica Life,"Str. Fratii Golesti Nr.2 demisolArges, Pitesti",Str. Fratii Golesti,Nr. 2,Pitesti,Arges,demisol,Mihai
Koly Medical,Str. Soldat Stefan Velicu Nr. 43 Bucuresti,Str. Soldat Stefan Velicu,Nr. 43,***,Bucuresti,,Mihai
KopfZeit,"Str. Dumitru Pera, Nr. 7, Sector 6 Bucuresti",Str. Dumitru Pera,Nr. 7,Sector 6,Bucuresti,,Mihai
KopfZeit,Str. Gradinarilor Nr. 6B sector 3 Bucuresti,Str. Gradinarilor,Nr. 6B,Sector 3,Bucuresti,,Mihai
KopfZeit,,,,,,,Mihai
Krauss Klinik,"Str. Iuliu Maniu Nr. 57Brasov, Brasov",Str. Iuliu Maniu,Nr. 57,Brasov,Brasov,,Mihai
KronDent,"Str. Castelului Nr. 108Brasov, Brasov",Str. Castelului,Nr. 108,Brasov,Brasov,,Mihai
Laborator ### Punct de recoltare Sfanta Maria - Focsani,"Str. Bucegi Nr.10Vrancea, Focsani",Str. Bucegi,Nr. 10,Focsani,Vrancea,,Mihai
Laborator ### Punct de recoltare Sfanta Maria - Policlinica Pescarus,"Str. Pescarusului, Nr.13 Sector 2 Bucuresti",Str. Pescarusului,Nr. 13,Sector 2,Bucuresti,,Mihai
Laborator Bioclinica Arad,"Str. Dreptatii, Nr. 23, bl. 717, parter, ap. 17Arad, Arad",Str. Dreptatii,Nr. 23,Arad,Arad,"bl. 717, parter, ap. 17",Mihai
Laborator Bioclinica Bistrita,"Str. General Grigore Balan,  bl. 7Bistrita-Nasaud, Bistrita",Str. General Grigore Balan,,Bistrita,Bistrita-Nasaud,bl. 7,Mihai
Laborator Bioclinica Brasov,"Str. Lunga Nr. 18-20 et. 2Brasov, Brasov",Str. Lunga,Nr. 18-20,Brasov,Brasov,et. 2,Mihai
Laborator Bioclinica Brasov,"Str. Pictor Stefan Luchian, Nr. 5Brasov, Brasov",Str. Pictor Stefan Luchian,Nr. 5,Brasov,Brasov,,Mihai
Laborator Bioclinica Bucuresti,Calea Calarasilor Nr. 161 sector 3 Bucuresti,Calea Calarasilor,Nr. 161,Sector 3,Bucuresti,,Mihai
Laborator Bioclinica Cluj Napoca,"Str. Inocentiu Micu Klein Nr. 22Cluj, Cluj-Napoca",Str. Inocentiu Micu Klein,Nr. 22,Cluj-Napoca,Cluj,,Mihai
Laborator Bioclinica Constanta,"Bulevardul Lapusneanu, Nr. 104Constanta, Constanta",Bulevardul Lapusneanu,Nr. 104,Constanta,Constanta,,Mihai
Laborator Bioclinica Craiova,"Calea Bucuresti, Nr.34, bl. A8cDolj, Craiova",Calea Bucuresti,Nr. 34,Craiova,Dolj,bl. A8c,Mihai
Laborator Bioclinica Deva,"Cal. Zarandului  bl. M10Hunedoara, Deva",Cal. Zarandului,,Deva,Hunedoara,bl. M10,Mihai
Laborator Bioclinica Iasi,"Str. Pacurari Nr. 121 bl. 602Iasi, Iasi",Str. Pacurari,Nr. 121,Iasi,Iasi,bl. 602,Mihai
Laborator Bioclinica Oradea,"Str. Locomotivei Nr. 40Bihor, Oradea",Str. Locomotivei,Nr. 40,Oradea,Bihor,,Mihai
Laborator Bioclinica Targu Jiu,"Str. Unirii-Complex, Nr. 38, et. 1Gorj, Targu Jiu",Str. Unirii-Complex,Nr. 38,Targu Jiu,Gorj,et. 1,Mihai
Laborator Bioclinica Targu Mures,"B-dul Pandurilor Nr. 50Mures, Targu Mures",B-dul Pandurilor,Nr. 50,Targu Mures,Mures,,Mihai
Laborator Bioclinica Timisoara,"B-dul Cetatii Nr. 53BTimis, Timisoara",B-dul Cetatii,Nr. 53B,Timisoara,Timis,,Mihai
Laborator Biossan Brasov,"Str. Aurel Vlaicu Nr.103Brasov, Brasov",Str. Aurel Vlaicu,Nr. 103,Brasov,Brasov,,Mihai
Laborator Central Sfanta Maria ( Anima ),Sos. Chitilei Nr. 228C Etaj 1 Sector 1 Bucuresti,Sos. Chitilei,Nr. 228C,Sector 1,Bucuresti,Etaj 1,Mihai
Laborator Central Synevo Romania,"Str. Industriilor Nr. 25Ilfov, Chiajna",Str. Industriilor,Nr. 25,Chiajna,Ilfov,,Mihai
Laborator Central Synlab Drobeta - Turnu Severin,"Str. Splai Mihai Viteazu Nr. 4Mehedinti, Drobeta-Turnu Severin",Str. Splai Mihai Viteazu,Nr. 4,Drobeta-Turnu Severin,Mehedinti,,Mihai
Laborator Centrul Medical Panduri,,,,,,,Mihai
Laborator Centrul Medical Sf. Alexandru,B-dul Iuliu Maniu Nr. 524 sector 6 Bucuresti,B-dul Iuliu Maniu,Nr. 524,Sector 6,Bucuresti,,Mihai
Laborator DiaSer,"str. Seleusului Nr. 29Bihor, Oradea",str. Seleusului,Nr. 29,Oradea,Bihor,,Mihai
Laborator Gral Grozovici,"Sos. Stefan cel Mare Nr. 19-21, sector 2 Bucuresti",Sos. Stefan cel Mare,Nr. 19-21,Sector 2,Bucuresti,,Mihai
Laborator Gral Targoviste,"B-dul Independentei,  Bl.J4, Sc A, Parter (farmacia Medimfarm)Dambovita, Targoviste",B-dul Independentei,,Targoviste,Dambovita,"Bl.J4, Sc A, Parter (farm",Mihai
Laborator Hipocrat - Giurgiu,"Str. Aurel Vlaicu Nr. 66Giurgiu, Giurgiu",Str. Aurel Vlaicu,Nr. 66,Giurgiu,Giurgiu,,Mihai
Laborator Hipocrat - Ploiesti,"Str. Vasile Lupu Nr. 36Prahova, Ploiesti",Str. Vasile Lupu,Nr. 36,Ploiesti,Prahova,,Mihai
Laborator Hipocrat Fantanica,"Str. Fantanica Nr. 22, Sector 2 Bucuresti",Str. Fantanica,Nr. 22,Sector 2,Bucuresti,,Mihai
Laborator Humanamed,"Str. Tudor Vladimirescu Nr. 8 et. 2Bihor, Oradea",Str. Tudor Vladimirescu,Nr. 8,Oradea,Bihor,et. 2,Mihai
Laborator Lotus Med,"Bvd. Marasti, Nr. 2A (vis-a-vis de Spitalul Elias) Sector 1 Bucuresti",Bvd. Marasti,Nr. 2A,Sector 1,Bucuresti,(vis-a-vis de Spitalul El,Mihai
Laborator Medcenter Buzau,"B-dul Stadionului Nr.7 (Spitalul Judetean Buzau)Buzau, Buzau",B-dul Stadionului,Nr. 7,Buzau,Buzau,(Spitalul Judetean,Mihai
Laborator Mediclin A###M,Str Cetatea Histria Nr. 12 etaj 1 sector 6 Bucuresti,Str Cetatea Histria,Nr. 12,Sector 6,Bucuresti,etaj 1,Mihai
Laborator Medinvest,"Str. Ciucurete,  Bl. 19BBuzau, Buzau",Str. Ciucurete,,Buzau,Buzau,Bl. 19B,Mihai
Laborator Medisol,"Str. Ariesului Nr. 66 bl. 256 ap. 3Alba, Alba Iulia",Str. Ariesului,Nr. 66,Alba Iulia,Alba,bl. 256 ap. 3,Mihai
Laborator MedLife Bactro Deva,,,,,,,Mihai
Laborator MedLife Biotest Med,,,,,,,Mihai
Laborator MedLife Cluj,,,,,,,Mihai
Laborator MedLife Cotroceni,,,,,,,Mihai
Laborator MedLife Genesys Arad,,,,,,,Mihai
Laborator MedLife Genesys Oradea,,,,,,,Mihai
Laborator MedLife Grivita,,,,,,,Mihai
Laborator MedLife Iasi,,,,,,,Mihai
Laborator MedLife PDR Sfantu Gheorghe,,,,,,,Mihai
Laborator MedLife Policlinica de diagnostic rapid Brasov,,,,,,,Mihai
Laborator MedLife Sama - Calafat,,,,,,,Mihai
Laborator MedLife Sama - Craiova,,,,,,,Mihai
Laborator MedLife Sama - Ramnicu Valcea,,,,,,,Mihai
Laborator MedLife Sama - Slatina,,,,,,,Mihai
Laborator MedLife Spitalul de Pediatrie,,,,,,,Mihai
Laborator MedLife Timisoara,,,,,,,Mihai
Laborator MedLife Ultratest,,,,,,,Mihai
Laborator Professional Klinic,Bvd. Matei Basarab Nr. 108 bloc 74 Parter Sector 3 Bucuresti,Bvd. Matei Basarab,Nr. 108,Sector 3,Bucuresti,bloc 74 Parter,Mihai
Laborator Psihologie Gabriel Costache,"Calea Bucuresti Nr. 214Giurgiu, Mihailesti",Calea Bucuresti,Nr. 214,Mihailesti,Giurgiu,,Mihai
Laborator Romgermed  - Vlad Tepes,,,,,,,Mihai
Laborator Romgermed - Miron Costin,,,,,,,Mihai
Laborator Romgermed Ion Mihalache,,,,,,,Mihai
Laborator Romgermed Plevnei - Bucuresti,Calea Plevnei Nr. 137C sector 6 Bucuresti,Calea Plevnei,Nr. 137C,Sector 6,Bucuresti,,Mihai
Laborator Romgermed Pravat,,,,,,,Mihai
Laborator Romgermed Tei,,,,,,,Mihai
Laborator Royalmed,"Str. Zavoiului Nr. 1 bl. F10 sc. 3 parterCalarasi, Calarasi",Str. Zavoiului,Nr. 1,Calarasi,Calarasi,bl. F10 sc. 3 parter,Mihai
Laborator Sfantul Ioan - Baia Mare,"Strada Banatului, Nr. 1Maramures, Baia Mare",Strada Banatului,Nr. 1,Baia Mare,Maramures,,Mihai
Laborator si Centru de Recoltare Hipocrat - Vidra,"Str. Principala Nr. 24Ilfov, Vidra",Str. Principala,Nr. 24,Vidra,Ilfov,,Mihai
Laborator si centru de recoltare Ploiesti Cantacuzino,,,,,,,Mihai
Laborator si Centru de Recoltare Synevo Constanta,"B-dul Tomis Nr. 145Constanta, Constanta",B-dul Tomis,Nr. 145,Constanta,Constanta,,Mihai
Laborator si centru de recoltare Synevo Oradea,,,,,,,Mihai
Laborator si centru de recoltare Synevo Sibiu,,,,,,,Mihai
Laborator si Centru de Recoltare Synevo Suceava,"B-dul 1 Decembrie 1918 Nr. 21Suceava, Suceava",B-dul 1 Decembrie 1918,Nr. 21,Suceava,Suceava,,Mihai
Laborator si Centru de Recoltare Synevo Timisoara,"Str. Simion Barnutiu, Nr. 21Timis, Timisoara",Str. Simion Barnutiu,Nr. 21,Timisoara,Timis,,Mihai
Laborator si Punct de Recoltare Sfanta Maria - Braila,"Calea Galati Nr. 8 Bl.11Braila, Braila",Calea Galati,Nr. 8,Braila,Braila,Bl.11,Mihai
Laborator si Punct de Recoltare Sfanta Maria - Craiova,"Str. Gheorghe Doja Nr. 7ADolj, Craiova",Str. Gheorghe Doja,Nr. 7A,Craiova,Dolj,,Mihai
Laborator si Punct de Recoltare Sfanta Maria - Gherghel,"Str. Vasile Gherghel, Nr. 9 Sector 1 Bucuresti",Str. Vasile Gherghel,Nr. 9,Sector 1,Bucuresti,,Mihai
Laborator si Punct de Recoltare Sfanta Maria - Targu Jiu,"Str. Geneva, Nr. 9Gorj, Targu Jiu",Str. Geneva,Nr. 9,Targu Jiu,Gorj,,Mihai
Laborator si Punct de Recoltare Synevo Satu Mare,"Str. Prahovei Nr. 22 parterSatu Mare, Satu Mare",Str. Prahovei,Nr. 22,Satu Mare,Satu Mare,parter,Mihai
Laborator Spitalul Clinic de Urgenta pentru Copii Cluj-Napoca,"Str. Crisan Nr. 3-5Cluj, Cluj-Napoca",Str. Crisan,Nr. 3-5,Cluj-Napoca,Cluj,,Mihai
Laborator Synevo Bacau,,,,,,,Mihai
Laborator Synevo Brasov,"Str. Aurel Vlaicu Nr. 2Brasov, Brasov",Str. Aurel Vlaicu,Nr. 2,Brasov,Brasov,,Mihai
Laborator Synevo Bucuresti,Str. Dr. Calistrat Grozovici Nr. 6 sector 2 Bucuresti,Str. Dr. Calistrat Grozovici,Nr. 6,Sector 2,Bucuresti,,Mihai
Laborator Synevo Cluj Napoca,"Str. Republicii Nr. 34-36Cluj, Cluj-Napoca",Str. Republicii,Nr. 34-36,Cluj-Napoca,Cluj,,Mihai
Laborator Synevo Craiova,"Str. Alexandru Macedonski Nr. 53 corp C2Dolj, Craiova",Str. Alexandru Macedonski,Nr. 53,Craiova,Dolj,corp C2,Mihai
Laborator Synevo Galati,,,,,,,Mihai
Laborator Synevo Medgidia,"Str. Independentei, Nr. 10, bl. IP10 (langa dispensar)Constanta, Medgidia",Str. Independentei,Nr. 10,Medgidia,Constanta,bl. IP10 (langa dispensar,Mihai
Laborator Synevo Radauti,"Str. Calea Bucovinei Nr. 34ASuceava, Radauti",Str. Calea Bucovinei,Nr. 34A,Radauti,Suceava,,Mihai
