clinic_name,description,medical_unit_type,clinic_schedule,primary_phone,secondary_phone,primary_email,website,address,clinic_street,clinic_number,clinic_city,clinic_county,clinic_other_details,facilities,clinic_specialities
Laborator si Punct de Recoltare Synevo Satu Mare,"In momentul de fata SYNEVO este cel mai mare furnizor de servicii medicale de laborator din Romania avand 12 laboratoare de analize medicale in Bucuresti si in judetele Constanta, Cluj, Dolj, Iasi, Satu-Mare, Suceava, Timis, Brasov. SYNEVO ofera peste 1.000 de investigatii diferite de laborator precum hematologie, chimie, microbiologie, imunologie, alergologie, toxicologie si biologie moleculara. Peste 100 de centre si laboratoare de analize medicale private colaboreaza cu SYNEVO. Zilnic, in laboratoarele SYNEVO ROMANIA trec pragul peste 2.500 de pacienti, efectuandu-se in medie 23.000 de teste.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""16:00""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""16:00""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""16:00""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""16:00""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""16:00""}], ""S"": [{""startTime"": ""08:00"", ""endTime"": ""12:00""}], ""D"": []}",,,office@synevo.ro,http://www.synevo.ro,"Str. Prahovei nr. 22 parterSatu Mare, Satu Mare",,,,,,"[""Rezultate analize - online""]","[""Medicina de Laborator (Analize medicale)""]"
Laborator Spitalul Clinic de Urgenta pentru Copii Cluj-Napoca,,Laborator Analize Medicale,,,,laborator@spitcocluj.ro,http://www.spitcocluj.ro,"Str. Crisan nr. 3-5Cluj, Cluj-Napoca",,,,,,,"[""Hematologie"", ""Medicina de Laborator (Analize medicale)""]"
Laborator Synevo Bacau,Repere:,Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""15:30""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""15:30""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""15:30""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""15:30""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""15:30""}], ""S"": [], ""D"": []}",,,,https://www.synevo.ro,,,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laborator Synevo Brasov,"In momentul de fata SYNEVO este cel mai mare furnizor de servicii medicale de laborator din Romania avand 12 laboratoare de analize medicale in Bucuresti si in judetele Constanta, Cluj, Dolj, Iasi, Satu-Mare, Suceava, Timis, Brasov. SYNEVO ofera peste 1.000 de investigatii diferite de laborator precum hematologie, chimie, microbiologie, imunologie, alergologie, toxicologie si biologie moleculara. Peste 100 de centre si laboratoare de analize medicale private colaboreaza cu SYNEVO. Zilnic, in laboratoarele SYNEVO ROMANIA trec pragul peste 2.500 de pacienti, efectuandu-se in medie 23.000 de teste.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""17:00""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""17:00""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""17:00""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""17:00""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""17:00""}], ""S"": [{""startTime"": ""08:00"", ""endTime"": ""12:00""}], ""D"": []}",,,office@synevo.ro,http://www.synevo.ro,"Str. Aurel Vlaicu nr. 2Brasov, Brasov",,,,,,"[""Rezultate analize - online""]","[""Medicina de Laborator (Analize medicale)""]"
Laborator Synevo Bucuresti,"In momentul de fata SYNEVO este cel mai mare furnizor de servicii medicale de laborator din Romania avand 12 laboratoare de analize medicale in Bucuresti si in judetele Constanta, Cluj, Dolj, Iasi, Satu-Mare, Suceava, Timis, Brasov. SYNEVO ofera peste 1.000 de investigatii diferite de laborator precum hematologie, chimie, microbiologie, imunologie, alergologie, toxicologie si biologie moleculara. Peste 100 de centre si laboratoare de analize medicale private colaboreaza cu SYNEVO. Zilnic, in laboratoarele SYNEVO ROMANIA trec pragul peste 2.500 de pacienti, efectuandu-se in medie 23.000 de teste.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""19:00""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""19:00""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""19:00""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""19:00""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""19:00""}], ""S"": [{""startTime"": ""08:00"", ""endTime"": ""12:00""}], ""D"": []}",,,office@synevo.ro,http://www.synevo.ro,Str. Dr. Calistrat Grozovici nr. 6 sector 2 Bucuresti,,,,,,"[""Rezultate analize - online""]","[""Medicina de Laborator (Analize medicale)""]"
Laborator Synevo Cluj Napoca,"In momentul de fata SYNEVO este cel mai mare furnizor de servicii medicale de laborator din Romania avand 12 laboratoare de analize medicale in Bucuresti si in judetele Constanta, Cluj, Dolj, Iasi, Satu-Mare, Suceava, Timis, Brasov. SYNEVO ofera peste 1.000 de investigatii diferite de laborator precum hematologie, chimie, microbiologie, imunologie, alergologie, toxicologie si biologie moleculara. Peste 100 de centre si laboratoare de analize medicale private colaboreaza cu SYNEVO. Zilnic, in laboratoarele SYNEVO ROMANIA trec pragul peste 2.500 de pacienti, efectuandu-se in medie 23.000 de teste.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""19:00""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""19:00""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""19:00""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""19:00""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""19:00""}], ""S"": [{""startTime"": ""08:00"", ""endTime"": ""12:00""}], ""D"": []}",,,office@synevo.ro,http://www.synevo.ro,"Str. Republicii nr. 34-36Cluj, Cluj-Napoca",,,,,,"[""Rezultate analize - online""]","[""Medicina de Laborator (Analize medicale)""]"
Laborator Synevo Craiova,"In momentul de fata SYNEVO este cel mai mare furnizor de servicii medicale de laborator din Romania avand 12 laboratoare de analize medicale in Bucuresti si in judetele Constanta, Cluj, Dolj, Iasi, Satu-Mare, Suceava, Timis, Brasov. SYNEVO ofera peste 1.000 de investigatii diferite de laborator precum hematologie, chimie, microbiologie, imunologie, alergologie, toxicologie si biologie moleculara. Peste 100 de centre si laboratoare de analize medicale private colaboreaza cu SYNEVO. Zilnic, in laboratoarele SYNEVO ROMANIA trec pragul peste 2.500 de pacienti, efectuandu-se in medie 23.000 de teste.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""19:30""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""19:30""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""19:30""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""19:30""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""19:30""}], ""S"": [{""startTime"": ""08:00"", ""endTime"": ""13:00""}], ""D"": []}",,,office@synevo.ro,http://www.synevo.ro,"Str. Alexandru Macedonski nr. 53 corp C2Dolj, Craiova",,,,,,"[""Rezultate analize - online""]","[""Medicina de Laborator (Analize medicale)""]"
Laborator Synevo Galati,Program de recoltare Papanicolaou si alte probe ginecologice:,Centru de recoltare,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""17:00""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""17:00""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""17:00""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""17:00""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""17:00""}], ""S"": [{""startTime"": ""07:00"", ""endTime"": ""12:00""}], ""D"": []}",,,,https://www.synevo.ro,,,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laborator Synevo Medgidia,"In momentul de fata SYNEVO este cel mai mare furnizor de servicii medicale de laborator din Romania avand 12 laboratoare de analize medicale in Bucuresti si in judetele Constanta, Cluj, Dolj, Iasi, Satu-Mare, Suceava, Timis, Brasov. SYNEVO ofera peste 1.000 de investigatii diferite de laborator precum hematologie, chimie, microbiologie, imunologie, alergologie, toxicologie si biologie moleculara. Peste 100 de centre si laboratoare de analize medicale private colaboreaza cu SYNEVO. Zilnic, in laboratoarele SYNEVO ROMANIA trec pragul peste 2.500 de pacienti, efectuandu-se in medie 23.000 de teste.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""15:30""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""15:30""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""15:30""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""15:30""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""15:30""}], ""S"": [], ""D"": []}",,,office@synevo.ro,http://www.synevo.ro,"Str. Independentei, nr. 10, bl. IP10 (langa dispensar)Constanta, Medgidia",,,,,,"[""Rezultate analize - online""]","[""Medicina de Laborator (Analize medicale)""]"
Laborator Synevo Radauti,"In momentul de fata SYNEVO este cel mai mare furnizor de servicii medicale de laborator din Romania avand 12 laboratoare de analize medicale in Bucuresti si in judetele Constanta, Cluj, Dolj, Iasi, Satu-Mare, Suceava, Timis, Brasov. SYNEVO ofera peste 1.000 de investigatii diferite de laborator precum hematologie, chimie, microbiologie, imunologie, alergologie, toxicologie si biologie moleculara. Peste 100 de centre si laboratoare de analize medicale private colaboreaza cu SYNEVO. Zilnic, in laboratoarele SYNEVO ROMANIA trec pragul peste 2.500 de pacienti, efectuandu-se in medie 23.000 de teste.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""S"": [], ""D"": []}",,,office@synevo.ro,http://www.synevo.ro,"Str. Calea Bucovinei nr. 34ASuceava, Radauti",,,,,,"[""Rezultate analize - online""]","[""Medicina de Laborator (Analize medicale)""]"
Laborator Synlab Cluj Napoca,"Synlab in Romania este prezent la momentul actual prin 3 laboratoare proprii ( Bucuresti, Cluj-Napoca si Iasi ) si este intr-un proces de continua dezvoltare. De asemenea, Synlab a dezvoltat o retea de laboratoare partenere pe intreg cuprinsul tarii. Puteti apela la oricare dintre laboratoare pentru a efectua unul sau mai multi dintre cei peste 4000 de parametri care se lucreaza in momentul actual in laboratoarele din grupul Synlab. Calitate, inovatie, proximitate si eficienta in domeniul diagnosticului de laborator Prin intermediul retelei deja existente, testele solicitate de Dumeavoastra pot fi recoltate si efectuate in Romania sau, dupa recoltare, pot fi transferate laboratoarelor noastre din Germania. Gama analizelor medicale de laborator pe care o oferim catre beneficiarii nostri este completa. Noi suntem garantul calitatii, promptitudinii si seriozitatii germane in domeniul analizelor de laborator.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:30"", ""endTime"": ""19:30""}], ""Ma"": [{""startTime"": ""07:30"", ""endTime"": ""19:30""}], ""Mi"": [{""startTime"": ""07:30"", ""endTime"": ""19:30""}], ""J"": [{""startTime"": ""07:30"", ""endTime"": ""19:30""}], ""V"": [{""startTime"": ""07:30"", ""endTime"": ""19:30""}], ""S"": [{""startTime"": ""07:30"", ""endTime"": ""14:00""}], ""D"": []}",,,cluj.ro@synlab.com,http://www.synlab.ro,"Calea Turzii nr. 101 parterCluj, Cluj-Napoca",,,,,,"[""Rezultate analize - online""]","[""Medicina de Laborator (Analize medicale)""]"
Laborator Synlab Iasi,"Synlab in Romania este prezent la momentul actual prin 3 laboratoare proprii ( Bucuresti, Cluj-Napoca si Iasi ) si este intr-un proces de continua dezvoltare. De asemenea, Synlab a dezvoltat o retea de laboratoare partenere pe intreg cuprinsul tarii. Puteti apela la oricare dintre laboratoare pentru a efectua unul sau mai multi dintre cei peste 4000 de parametri care se lucreaza in momentul actual in laboratoarele din grupul Synlab. Calitate, inovatie, proximitate si eficienta in domeniul diagnosticului de laborator Prin intermediul retelei deja existente, testele solicitate de Dumeavoastra pot fi recoltate si efectuate in Romania sau, dupa recoltare, pot fi transferate laboratoarelor noastre din Germania. Gama analizelor medicale de laborator pe care o oferim catre beneficiarii nostri este completa. Noi suntem garantul calitatii, promptitudinii si seriozitatii germane in domeniul analizelor de laborator.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""S"": [{""startTime"": ""07:30"", ""endTime"": ""14:00""}], ""D"": []}",,,iasi.ro@synlab.com,http://www.synlab.ro,"Soseaua Tudor Neculai nr. 9Iasi, Iasi",,,,,,"[""Rezultate analize - online""]","[""Medicina de Laborator (Analize medicale)""]"
Laboratorul Gral Anatomie Patologica,,Laborator Analize Medicale,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""17:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""17:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""17:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""17:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""17:00""}], ""S"": [], ""D"": []}",,,office@gralmedical.ro,https://gralmedical.ro,"Str. Traian Popovici nr. 79-91, sector 3",,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laboratorul Gral Biologie Moleculara,"Laboratorul Gral de Biologie Moleculara este un laborator dotat cu aparatura de ultima generatie, unde se efectueaza teste ultraperformante de genetica, biologie moleculara si virusologie moleculara, raspunzand la solicitarile medicilor specialisti prin rezultate precise si rapide.",Laborator Analize Medicale,,,,office@gralmedical.ro,https://gralmedical.ro,"Str. Traian Popovici nr. 79-91, sector 3 Bucuresti",,,,,,,"[""Genetica Medicala"", ""Medicina de Laborator (Analize medicale)""]"
Laboratorul Gral Colentina,"Laboratorul de analize medicale Gral Medical Colentina este cel mai mare laborator de analize medicale din cadrul diviziei de laboratoare Gral Medical si ofera o gama variata de servicii specializate de laborator, destinate a satisface cerintele si nevoile pacientilor. Laboratorul acopera peste 1000 de analize de laborator, iar pentru analize medicale speciale, Gral Medical a incheiat o colaborare cu un prestigios laborator din Viena. Pentru intreaga paleta de analize medicale uzuale rezultatul analizelor se ofera in maxim 24 de ore.",Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""15:00""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""15:00""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""15:00""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""15:00""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""15:00""}], ""S"": [], ""D"": []}",,,office@gralmedical.ro,https://gralmedical.ro,"Sos. Stefan cel Mare nr. 19-21, sector 2, Bucuresti (in incinta Spitalului Colentina) Bucuresti",,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laboratorul Gral Craiova2,,Laborator Analize Medicale,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""S"": [], ""D"": []}",,,office@gralmedical.ro,https://gralmedical.ro,"oseaua Nicolae Titulescu nr. 8Dolj, Craiova",,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laboratorul Gral Movila,"Laboratorul de analize medicale Gral Medical Movila va ofera o gama variata de servicii specializate de laborator, destinate a satisface cerintele si nevoile pacientilor.Laboratorul dispune de aparatura performanta si personal specializat la cele mai inalte standarde (medici primari, biologi, asisistenti principali de laborator si asistenti generalisti) pentru asigurarea unor analize corecte si neviciate.Recoltarea se poate face pentru orice analiza medicala din cadrul ofertei de servicii specializate ale diviziei de laboratoare Gral Medical. In cazul in care doriti sa efectuati anumite tipuri de analize care necesita conditii speciale (recoltare dimineata, sa nu mancati, recoltarea la domiciliu in recipiente speciale etc.).",Laborator Analize Medicale,"{""L"": [{""startTime"": ""07:30"", ""endTime"": ""14:30""}], ""Ma"": [{""startTime"": ""07:30"", ""endTime"": ""14:30""}], ""Mi"": [{""startTime"": ""07:30"", ""endTime"": ""14:30""}], ""J"": [{""startTime"": ""07:30"", ""endTime"": ""14:30""}], ""V"": [{""startTime"": ""07:30"", ""endTime"": ""14:30""}], ""S"": [], ""D"": []}",,,office@gralmedical.ro,https://gralmedical.ro,"Strada Ion Movila nr 5-7, sector 2 Bucuresti",,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laboratorul Gral Neurologie,In incinta Institutului National de Neurologie si Boli Neurovasculare-INNBNV,Laborator Analize Medicale,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""22:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""22:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""22:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""22:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""22:00""}], ""S"": [{""startTime"": ""09:00"", ""endTime"": ""16:00""}], ""D"": []}",,,office@gralmedical.ro,https://gralmedical.ro,"Sos. Berceni nr. 10-12, Sector 4 Bucuresti",,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laboratorul Gral Sf. Ioan,"Laboratorul de analize medicale Gral Medical Sf. Ioan (deschis la sfarsitul anului 2017) va ofera o gama variata de servicii specializate de laborator, destinate a satisface cerintele si nevoile pacientilor.Laboratorul dispune de aparatura performanta si personal specializat la cele mai inalte standarde pentru asigurarea unor analize corecte si neviciate.Recoltarea se poate face pentru orice analiza medicala din cadrul ofertei de servicii specializate ale diviziei de laboratoare Gral Medical.Important!In cazul in care doriti sa efectuati anumite tipuri de analize care necesita conditii speciale (recoltare dimineata, sa nu mancati, recoltarea la domiciliu in recipiente speciale etc.) va rugam sa apelati numarul de telefon de mai sus.",Laborator Analize Medicale,,,,office@gralmedical.ro,https://gralmedical.ro,"Sos Vitan Barzesti Nr. 13, Et 1, Sector 4 Bucuresti",,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Laboratorul Gral Sibiu,,Laborator Analize Medicale,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""S"": [], ""D"": []}",,,office@gralmedical.ro,https://gralmedical.ro,"Str. Targu Fanului nr. 12Sibiu, Sibiu",,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
